"sysbench","setId","vmId"
"9.0178s",6,38
"9.0290s",6,38
"9.0193s",6,38
"9.0161s",6,38
"9.0226s",6,38
"9.0209s",6,39
"9.0208s",6,39
"9.0202s",6,39
"9.0173s",6,39
"9.0174s",6,39
"9.0320s",6,39
"9.0212s",6,39
"9.0253s",6,39
"9.0274s",6,39
"9.0250s",6,39
"9.0272s",6,41
"9.0281s",6,41
"9.0162s",6,41
"9.0222s",6,41
"9.0200s",6,41
"9.0194s",6,41
"9.0289s",6,41
"9.0167s",6,41
"9.0159s",6,41
"9.0226s",6,41
"9.0165s",6,42
"9.0228s",6,42
"9.0217s",6,42
"9.0209s",6,42
"9.0201s",6,42
"9.0261s",6,42
"9.0216s",6,42
"9.0162s",6,42
"9.0299s",6,42
"9.0209s",6,42
"9.0478s",6,43
"9.0171s",6,43
"9.0194s",6,43
"9.0333s",6,43
"9.0190s",6,43
"9.0193s",6,43
"9.0278s",6,43
"9.0290s",6,43
"9.0204s",6,43
"9.0202s",6,43
"9.0312s",6,44
"9.0161s",6,44
"9.0214s",6,44
"9.0284s",6,44
"9.0222s",6,44
"9.0207s",6,44
"9.0202s",6,44
"9.0248s",6,44
"9.0168s",6,44
"9.0170s",6,44
"9.0190s",6,45
"9.0183s",6,45
"9.0302s",6,45
"9.0341s",6,45
"9.0198s",6,45
"9.0211s",6,45
"9.0299s",6,45
"9.0204s",6,45
"9.0314s",6,45
"9.0242s",6,45
"9.0305s",6,46
"9.0345s",6,46
"9.0186s",6,46
"9.0206s",6,46
"9.0261s",6,46
"9.0172s",6,46
"9.0183s",6,46
"9.0371s",6,46
"9.0167s",6,46
"9.0215s",6,46
"9.0171s",6,47
"9.0482s",6,47
"9.0161s",6,47
"9.0157s",6,47
"9.0256s",6,47
"9.0183s",6,47
"9.0194s",6,47
"9.0267s",6,47
"9.0226s",6,47
"9.0157s",6,47
"9.0425s",6,48
"9.0167s",6,48
"9.0212s",6,48
"9.0235s",6,48
"9.0168s",6,48
"9.0174s",6,48
"9.0292s",6,48
"9.0170s",6,48
"9.0188s",6,48
"9.0316s",6,48
"9.0289s",7,1
"9.0312s",7,1
"9.0160s",7,1
"9.0188s",7,1
"9.0209s",7,1
"9.0266s",7,1
"9.0237s",7,1
"9.0270s",7,1
"9.0163s",7,1
"9.0173s",7,1
"9.0225s",7,2
"9.0349s",7,2
"9.0174s",7,2
"9.0229s",7,2
"9.0179s",7,2
"9.0199s",7,2
"9.0171s",7,2
"9.0226s",7,2
"9.0161s",7,2
"9.0175s",7,2
"9.0191s",7,3
"9.0308s",7,3
"9.0145s",7,3
"9.0225s",7,3
"9.0239s",7,3
"9.0224s",7,3
"9.0190s",7,3
"9.0234s",7,3
"9.0158s",7,3
"9.0166s",7,3
"9.0263s",7,4
"9.0243s",7,4
"9.0209s",7,4
"9.0229s",7,4
"9.0222s",7,4
"9.0192s",7,4
"9.0155s",7,4
"9.0248s",7,4
"9.0174s",7,4
"9.0172s",7,4
"9.0223s",7,5
"9.0304s",7,5
"9.0197s",7,5
"9.0173s",7,5
"9.0231s",7,5
"9.0207s",7,5
"9.0184s",7,5
"9.0220s",7,5
"9.0174s",7,5
"9.0175s",7,5
"9.0496s",7,7
"9.0195s",7,7
"9.0179s",7,7
"9.0201s",7,7
"9.0289s",7,7
"9.0240s",7,7
"9.0290s",7,7
"9.0229s",7,7
"9.0181s",7,7
"9.0256s",7,7
"9.0202s",7,8
"9.0332s",7,8
"9.0183s",7,8
"9.0185s",7,8
"9.0204s",7,8
"9.0213s",7,8
"9.0226s",7,8
"9.0261s",7,8
"9.0200s",7,8
"9.0205s",7,8
"9.0383s",7,9
"9.0155s",7,9
"9.0149s",7,9
"9.0180s",7,9
"9.0209s",7,9
"9.0162s",7,9
"9.0242s",7,9
"9.0165s",7,9
"9.0213s",7,9
"9.0175s",7,9
"9.0169s",7,11
"9.0394s",7,11
"9.0167s",7,11
"9.0155s",7,11
"9.0194s",7,11
"9.0212s",7,11
"9.0176s",7,11
"9.0223s",7,11
"9.0310s",7,11
"9.0169s",7,11
"9.0234s",7,12
"9.0187s",7,12
"9.0230s",7,12
"9.0176s",7,12
"9.0192s",7,12
"9.0466s",7,12
"9.0293s",7,12
"9.0205s",7,12
"9.0239s",7,12
"9.0309s",7,12
"9.0174s",7,13
"9.0334s",7,13
"9.0278s",7,13
"9.0182s",7,13
"9.0286s",7,13
"9.0279s",7,13
"9.0224s",7,13
"9.0297s",7,13
"9.0204s",7,13
"9.0275s",7,13
"9.0301s",7,14
"9.0281s",7,14
"9.0200s",7,14
"9.0193s",7,14
"9.0248s",7,14
"9.0162s",7,14
"9.0179s",7,14
"9.0293s",7,14
"9.0214s",7,14
"9.0239s",7,14
"9.0247s",7,15
"9.0329s",7,15
"9.0177s",7,15
"9.0212s",7,15
"9.0218s",7,15
"9.0218s",7,15
"9.0237s",7,15
"9.0234s",7,15
"9.0256s",7,15
"9.0309s",7,15
"9.0308s",7,16
"9.0194s",7,16
"9.0172s",7,16
"9.0229s",7,16
"9.0244s",7,16
"9.0170s",7,16
"9.0239s",7,16
"9.0236s",7,16
"9.0213s",7,16
"9.0154s",7,16
"9.0222s",7,18
"9.0161s",7,18
"9.0250s",7,18
"9.0198s",7,18
"9.0175s",7,18
"9.0246s",7,18
"9.0220s",7,18
"9.0191s",7,18
"9.0209s",7,18
"9.0272s",7,18
"9.0231s",7,21
"9.0213s",7,21
"9.0217s",7,21
"9.0229s",7,21
"9.0198s",7,21
"9.0225s",7,21
"9.0228s",7,21
"9.0249s",7,21
"9.0209s",7,21
"9.0254s",7,21
"9.0277s",7,22
"9.0318s",7,22
"9.0167s",7,22
"9.0164s",7,22
"9.0240s",7,22
"9.0156s",7,22
"9.0156s",7,22
"9.0238s",7,22
"9.0178s",7,22
"9.0217s",7,22
"9.0178s",7,23
"9.0198s",7,23
"9.0222s",7,23
"9.0276s",7,23
"9.0423s",7,23
"9.0212s",7,23
"9.0375s",7,23
"9.0190s",7,23
"9.0196s",7,23
"9.0284s",7,23
"9.0219s",7,25
"9.0323s",7,25
"9.0184s",7,25
"9.0159s",7,25
"9.0267s",7,25
"9.0293s",7,25
"9.0200s",7,25
"9.0243s",7,25
"9.0161s",7,25
"9.0196s",7,25
"9.0396s",7,26
"9.0214s",7,26
"9.0154s",7,26
"9.0194s",7,26
"9.0213s",7,26
"9.0240s",7,26
"9.0249s",7,26
"9.0248s",7,26
"9.0163s",7,26
"9.0209s",7,26
"9.0179s",7,27
"9.0423s",7,27
"9.0192s",7,27
"9.0220s",7,27
"9.0198s",7,27
"9.0219s",7,27
"9.0174s",7,27
"9.0288s",7,27
"9.0184s",7,27
"9.0239s",7,27
"9.0165s",7,28
"9.0372s",7,28
"9.0163s",7,28
"9.0229s",7,28
"9.0204s",7,28
"9.0202s",7,28
"9.0183s",7,28
"9.0257s",7,28
"9.0198s",7,28
"9.0288s",7,28
"9.0437s",7,29
"9.0228s",7,29
"9.0205s",7,29
"9.0253s",7,29
"9.0216s",7,29
"9.0231s",7,29
"9.0276s",7,29
"9.0238s",7,29
"9.0250s",7,29
"9.0304s",7,29
"9.0160s",7,30
"9.0376s",7,30
"9.0212s",7,30
"9.0175s",7,30
"9.0209s",7,30
"9.0201s",7,30
"9.0183s",7,30
"9.0239s",7,30
"9.0172s",7,30
"9.0206s",7,30
"9.0327s",7,31
"9.0289s",7,31
"9.0175s",7,31
"9.0210s",7,31
"9.0281s",7,31
"9.0185s",7,31
"9.0192s",7,31
"9.0191s",7,31
"9.0271s",7,31
"9.0225s",7,31
"9.0237s",7,32
"9.0299s",7,32
"9.0190s",7,32
"9.0342s",7,32
"9.0204s",7,32
"9.0210s",7,32
"9.0227s",7,32
"9.0188s",7,32
"9.0217s",7,32
"9.0216s",7,32
"9.0244s",7,33
"9.0363s",7,33
"9.0197s",7,33
"9.0193s",7,33
"9.0189s",7,33
"9.0208s",7,33
"9.0203s",7,33
"9.0254s",7,33
"9.0214s",7,33
"9.0174s",7,33
"9.0168s",7,34
"9.0367s",7,34
"9.0171s",7,34
"9.0173s",7,34
"9.0195s",7,34
"9.0182s",7,34
"9.0163s",7,34
"9.0323s",7,34
"9.0249s",7,34
"9.0187s",7,34
"9.0268s",7,35
"9.0266s",7,35
"9.0247s",7,35
"9.0279s",7,35
"9.0303s",7,35
"9.0306s",7,35
"9.0253s",7,35
"9.0326s",7,35
"9.0233s",7,35
"9.0327s",7,35
"9.0227s",7,36
"9.0324s",7,36
"9.0234s",7,36
"9.0236s",7,36
"9.0201s",7,36
"9.0162s",7,36
"9.0178s",7,36
"9.0239s",7,36
"9.0230s",7,36
"9.0255s",7,36
"9.0366s",7,37
"9.0158s",7,37
"9.0166s",7,37
"9.0223s",7,37
"9.0206s",7,37
"9.0284s",7,37
"9.0224s",7,37
"9.0183s",7,37
"9.0230s",7,37
"9.0179s",7,37
"9.0390s",7,38
"9.0220s",7,38
"9.0154s",7,38
"9.0191s",7,38
"9.0162s",7,38
"9.0206s",7,38
"9.0236s",7,38
"9.0161s",7,38
"9.0163s",7,38
"9.0203s",7,38
"9.0200s",7,39
"9.0195s",7,39
"9.0245s",7,39
"9.0205s",7,39
"9.0205s",7,39
"9.0245s",7,39
"9.0193s",7,39
"9.0224s",7,39
"9.0220s",7,39
"9.0300s",7,39
"9.0416s",7,41
"9.0320s",7,41
"9.0170s",7,41
"9.0233s",7,41
"9.0235s",7,41
"9.0154s",7,41
"9.0297s",7,41
"9.0169s",7,41
"9.0174s",7,41
"9.0321s",7,41
"9.0172s",7,42
"9.0169s",7,42
"9.0283s",7,42
"9.0165s",7,42
"9.0165s",7,42
"9.0271s",7,42
"9.0224s",7,42
"9.0222s",7,42
"9.0198s",7,42
"9.0197s",7,42
"9.0331s",7,43
"9.0212s",7,43
"9.0183s",7,43
"9.0281s",7,43
"9.0210s",7,43
"9.0203s",7,43
"9.0173s",7,43
"9.0244s",7,43
"9.0250s",7,43
"9.0224s",7,43
"9.0237s",7,44
"9.0313s",7,44
"9.0187s",7,44
"9.0195s",7,44
"9.0173s",7,44
"9.0192s",7,44
"9.0237s",7,44
"9.0264s",7,44
"9.0158s",7,44
"9.0165s",7,44
"9.0231s",7,45
"9.0244s",7,45
"9.0362s",7,45
"9.0176s",7,45
"9.0248s",7,45
"9.0211s",7,45
"9.0203s",7,45
"9.0186s",7,45
"9.0370s",7,45
"9.0266s",7,45
"9.0333s",7,46
"9.0387s",7,46
"9.0195s",7,46
"9.0184s",7,46
"9.0273s",7,46
"9.0254s",7,46
"9.0204s",7,46
"9.0292s",7,46
"9.0216s",7,46
"9.0248s",7,46
"9.0177s",7,47
"9.0378s",7,47
"9.0179s",7,47
"9.0160s",7,47
"9.0182s",7,47
"9.0251s",7,47
"9.0210s",7,47
"9.0246s",7,47
"9.0167s",7,47
"9.0169s",7,47
"9.0355s",7,48
"9.0157s",7,48
"9.0150s",7,48
"9.0190s",7,48
"9.0165s",7,48
"9.0167s",7,48
"9.0284s",7,48
"9.0172s",7,48
"9.0193s",7,48
"9.0227s",7,48
"9.0323s",8,1
"9.0320s",8,1
"9.0160s",8,1
"9.0154s",8,1
"9.0169s",8,1
"9.0219s",8,1
"9.0212s",8,1
"9.0304s",8,1
"9.0179s",8,1
"9.0182s",8,1
"9.0269s",8,2
"9.0305s",8,2
"9.0167s",8,2
"9.0241s",8,2
"9.0182s",8,2
"9.0183s",8,2
"9.0193s",8,2
"9.0287s",8,2
"9.0175s",8,2
"9.0257s",8,2
"9.0160s",8,3
"9.0304s",8,3
"9.0177s",8,3
"9.0182s",8,3
"9.0232s",8,3
"9.0212s",8,3
"9.0191s",8,3
"9.0310s",8,3
"9.0213s",8,3
"9.0188s",8,3
"9.0390s",8,4
"9.0243s",8,4
"9.0179s",8,4
"9.0170s",8,4
"9.0200s",8,4
"9.0193s",8,4
"9.0257s",8,4
"9.0348s",8,4
"9.0187s",8,4
"9.0160s",8,4
"9.0243s",8,5
"9.0339s",8,5
"9.0155s",8,5
"9.0178s",8,5
"9.0226s",8,5
"9.0167s",8,5
"9.0219s",8,5
"9.0264s",8,5
"9.0175s",8,5
"9.0167s",8,5
"9.0366s",8,7
"9.0166s",8,7
"9.0167s",8,7
"9.0189s",8,7
"9.0160s",8,7
"9.0241s",8,7
"9.0289s",8,7
"9.0191s",8,7
"9.0239s",8,7
"9.0183s",8,7
"9.0244s",8,8
"9.0304s",8,8
"9.0169s",8,8
"9.0197s",8,8
"9.0229s",8,8
"9.0223s",8,8
"9.0181s",8,8
"9.0327s",8,8
"9.0194s",8,8
"9.0194s",8,8
"9.0440s",8,9
"9.0219s",8,9
"9.0161s",8,9
"9.0308s",8,9
"9.0159s",8,9
"9.0173s",8,9
"9.0288s",8,9
"9.0179s",8,9
"9.0172s",8,9
"9.0295s",8,9
"9.0190s",8,11
"9.0378s",8,11
"9.0175s",8,11
"9.0168s",8,11
"9.0230s",8,11
"9.0164s",8,11
"9.0217s",8,11
"9.0252s",8,11
"9.0228s",8,11
"9.0155s",8,11
"9.0172s",8,12
"9.0241s",8,12
"9.0326s",8,12
"9.0162s",8,12
"9.0169s",8,12
"9.0377s",8,12
"9.0242s",8,12
"9.0238s",8,12
"9.0306s",8,12
"9.0280s",8,12
"9.0202s",8,13
"9.0446s",8,13
"9.0175s",8,13
"9.0190s",8,13
"9.0212s",8,13
"9.0212s",8,13
"9.0315s",8,13
"9.0319s",8,13
"9.0191s",8,13
"9.0225s",8,13
"9.0238s",8,14
"9.0307s",8,14
"9.0192s",8,14
"9.0247s",8,14
"9.0171s",8,14
"9.0232s",8,14
"9.0313s",8,14
"9.0327s",8,14
"9.0185s",8,14
"9.0230s",8,14
"9.0337s",8,16
"9.0177s",8,16
"9.0192s",8,16
"9.0204s",8,16
"9.0251s",8,16
"9.0170s",8,16
"9.0275s",8,16
"9.0236s",8,16
"9.0211s",8,16
"9.0210s",8,16
"9.0178s",8,18
"9.0224s",8,18
"9.0200s",8,18
"9.0183s",8,18
"9.0187s",8,18
"9.0346s",8,18
"9.0201s",8,18
"9.0185s",8,18
"9.0193s",8,18
"9.0210s",8,18
"9.0190s",8,21
"9.0245s",8,21
"9.0169s",8,21
"9.0166s",8,21
"9.0157s",8,21
"9.0279s",8,21
"9.0242s",8,21
"9.0213s",8,21
"9.0215s",8,21
"9.0267s",8,21
"9.0221s",8,22
"9.0244s",8,22
"9.0186s",8,22
"9.0167s",8,22
"9.0195s",8,22
"9.0159s",8,22
"9.0182s",8,22
"9.0283s",8,22
"9.0171s",8,22
"9.0184s",8,22
"9.0236s",8,23
"9.0241s",8,23
"9.0185s",8,23
"9.0269s",8,23
"9.0359s",8,23
"9.0211s",8,23
"9.0300s",8,23
"9.0208s",8,23
"9.0221s",8,23
"9.0277s",8,23
"9.0290s",8,25
"9.0358s",8,25
"9.0170s",8,25
"9.0183s",8,25
"9.0203s",8,25
"9.0170s",8,25
"9.0345s",8,25
"9.0357s",8,25
"9.0190s",8,25
"9.0220s",8,25
"9.0280s",8,26
"9.0178s",8,26
"9.0192s",8,26
"9.0218s",8,26
"9.0189s",8,26
"9.0203s",8,26
"9.0240s",8,26
"9.0237s",8,26
"9.0202s",8,26
"9.0239s",8,26
"9.0171s",8,27
"9.0402s",8,27
"9.0157s",8,27
"9.0165s",8,27
"9.0227s",8,27
"9.0167s",8,27
"9.0231s",8,27
"9.0344s",8,27
"9.0226s",8,27
"9.0161s",8,27
"9.0297s",8,28
"9.0396s",8,28
"9.0185s",8,28
"9.0253s",8,28
"9.0210s",8,28
"9.0164s",8,28
"9.0192s",8,28
"9.0294s",8,28
"9.0198s",8,28
"9.0204s",8,28
"9.0344s",8,29
"9.0185s",8,29
"9.0227s",8,29
"9.0283s",8,29
"9.0186s",8,29
"9.0267s",8,29
"9.0318s",8,29
"9.0216s",8,29
"9.0251s",8,29
"9.0300s",8,29
"9.0151s",8,30
"9.0383s",8,30
"9.0173s",8,30
"9.0204s",8,30
"9.0233s",8,30
"9.0181s",8,30
"9.0188s",8,30
"9.0344s",8,30
"9.0184s",8,30
"9.0174s",8,30
"9.0390s",8,31
"9.0161s",8,31
"9.0208s",8,31
"9.0187s",8,31
"9.0180s",8,31
"9.0174s",8,31
"9.0342s",8,31
"9.0220s",8,31
"9.0169s",8,31
"9.0164s",8,31
"9.0277s",8,32
"9.0327s",8,32
"9.0211s",8,32
"9.0243s",8,32
"9.0207s",8,32
"9.0282s",8,32
"9.0210s",8,32
"9.0280s",8,32
"9.0182s",8,32
"9.0189s",8,32
"9.0286s",8,33
"9.0246s",8,33
"9.0191s",8,33
"9.0263s",8,33
"9.0257s",8,33
"9.0199s",8,33
"9.0237s",8,33
"9.0276s",8,33
"9.0200s",8,33
"9.0202s",8,33
"9.0169s",8,34
"9.0390s",8,34
"9.0170s",8,34
"9.0175s",8,34
"9.0180s",8,34
"9.0162s",8,34
"9.0174s",8,34
"9.0237s",8,34
"9.0214s",8,34
"9.0172s",8,34
"9.0387s",8,35
"9.0290s",8,35
"9.0230s",8,35
"9.0246s",8,35
"9.0186s",8,35
"9.0225s",8,35
"9.0241s",8,35
"9.0321s",8,35
"9.0179s",8,35
"9.0173s",8,35
"9.0274s",8,36
"9.0336s",8,36
"9.0185s",8,36
"9.0192s",8,36
"9.0162s",8,36
"9.0176s",8,36
"9.0204s",8,36
"9.0307s",8,36
"9.0172s",8,36
"9.0192s",8,36
"9.0398s",8,37
"9.0145s",8,37
"9.0194s",8,37
"9.0257s",8,37
"9.0180s",8,37
"9.0178s",8,37
"9.0354s",8,37
"9.0197s",8,37
"9.0161s",8,37
"9.0270s",8,37
"9.0326s",8,38
"9.0176s",8,38
"9.0172s",8,38
"9.0199s",8,38
"9.0186s",8,38
"9.0183s",8,38
"9.0271s",8,38
"9.0184s",8,38
"9.0213s",8,38
"9.0248s",8,38
"9.0209s",8,39
"9.0219s",8,39
"9.0217s",8,39
"9.0255s",8,39
"9.0269s",8,39
"9.0294s",8,39
"9.0180s",8,39
"9.0177s",8,39
"9.0276s",8,39
"9.0211s",8,39
"9.0256s",8,41
"9.0304s",8,41
"9.0173s",8,41
"9.0185s",8,41
"9.0184s",8,41
"9.0255s",8,41
"9.0232s",8,41
"9.0226s",8,41
"9.0192s",8,41
"9.0243s",8,41
"9.0300s",8,42
"9.0209s",8,42
"9.0221s",8,42
"9.0160s",8,42
"9.0205s",8,42
"9.0251s",8,42
"9.0246s",8,42
"9.0213s",8,42
"9.0214s",8,42
"9.0323s",8,42
"9.0359s",8,43
"9.0168s",8,43
"9.0183s",8,43
"9.0303s",8,43
"9.0171s",8,43
"9.0167s",8,43
"9.0263s",8,43
"9.0290s",8,43
"9.0163s",8,43
"9.0177s",8,43
"9.0243s",8,44
"9.0314s",8,44
"9.0246s",8,44
"9.0244s",8,44
"9.0193s",8,44
"9.0196s",8,44
"9.0239s",8,44
"9.0299s",8,44
"9.0179s",8,44
"9.0194s",8,44
"9.0176s",8,45
"9.0185s",8,45
"9.0431s",8,45
"9.0183s",8,45
"9.0190s",8,45
"9.0205s",8,45
"9.0226s",8,45
"9.0198s",8,45
"9.0243s",8,45
"9.0183s",8,45
"9.0272s",8,46
"9.0278s",8,46
"9.0186s",8,46
"9.0173s",8,46
"9.0188s",8,46
"9.0196s",8,46
"9.0204s",8,46
"9.0315s",8,46
"9.0190s",8,46
"9.0247s",8,46
"9.0205s",8,47
"9.0319s",8,47
"9.0217s",8,47
"9.0165s",8,47
"9.0232s",8,47
"9.0186s",8,47
"9.0272s",8,47
"9.0435s",8,47
"9.0183s",8,47
"9.0189s",8,47
"9.0360s",8,48
"9.0161s",8,48
"9.0165s",8,48
"9.0257s",8,48
"9.0177s",8,48
"9.0224s",8,48
"9.0265s",8,48
"9.0200s",8,48
"9.0171s",8,48
"9.0234s",8,48
"9.0305s",9,1
"9.0253s",9,1
"9.0212s",9,1
"9.0167s",9,1
"9.0224s",9,1
"9.0166s",9,1
"9.0174s",9,1
"9.0278s",9,1
"9.0204s",9,1
"9.0246s",9,1
"9.0253s",9,2
"9.0288s",9,2
"9.0196s",9,2
"9.0148s",9,2
"9.0166s",9,2
"9.0153s",9,2
"9.0181s",9,2
"9.0269s",9,2
"9.0237s",9,2
"9.0182s",9,2
"9.0260s",9,3
"9.0307s",9,3
"9.0163s",9,3
"9.0164s",9,3
"9.0216s",9,3
"9.0157s",9,3
"9.0191s",9,3
"9.0325s",9,3
"9.0197s",9,3
"9.0223s",9,3
"9.0352s",9,4
"9.0386s",9,4
"9.0184s",9,4
"9.0211s",9,4
"9.0193s",9,4
"9.0183s",9,4
"9.0188s",9,4
"9.0412s",9,4
"9.0194s",9,4
"9.0184s",9,4
"9.0185s",9,5
"9.0356s",9,5
"9.0174s",9,5
"9.0168s",9,5
"9.0182s",9,5
"9.0168s",9,5
"9.0192s",9,5
"9.0243s",9,5
"9.0205s",9,5
"9.0159s",9,5
"9.0465s",9,7
"9.0227s",9,7
"9.0189s",9,7
"9.0213s",9,7
"9.0169s",9,7
"9.0176s",9,7
"9.0275s",9,7
"9.0247s",9,7
"9.0260s",9,7
"9.0228s",9,7
"9.0264s",9,8
"9.0322s",9,8
"9.0190s",9,8
"9.0182s",9,8
"9.0222s",9,8
"9.0191s",9,8
"9.0181s",9,8
"9.0369s",9,8
"9.0202s",9,8
"9.0279s",9,8
"9.0179s",9,11
"9.0263s",9,11
"9.0159s",9,11
"9.0169s",9,11
"9.0245s",9,11
"9.0165s",9,11
"9.0235s",9,11
"9.0283s",9,11
"9.0206s",9,11
"9.0184s",9,11
"9.0179s",9,12
"9.0176s",9,12
"9.0347s",9,12
"9.0276s",9,12
"9.0234s",9,12
"9.0371s",9,12
"9.0174s",9,12
"9.0161s",9,12
"9.0289s",9,12
"9.0336s",9,12
"9.0264s",9,13
"9.0398s",9,13
"9.0187s",9,13
"9.0178s",9,13
"9.0217s",9,13
"9.0224s",9,13
"9.0202s",9,13
"9.0295s",9,13
"9.0201s",9,13
"9.0204s",9,13
"9.0280s",9,14
"9.0392s",9,14
"9.0178s",9,14
"9.0197s",9,14
"9.0190s",9,14
"9.0216s",9,14
"9.0181s",9,14
"9.0289s",9,14
"9.0294s",9,14
"9.0234s",9,14
"9.0454s",9,16
"9.0180s",9,16
"9.0179s",9,16
"9.0201s",9,16
"9.0185s",9,16
"9.0175s",9,16
"9.0191s",9,16
"9.0234s",9,16
"9.0166s",9,16
"9.0157s",9,16
"9.0164s",9,18
"9.0186s",9,18
"9.0301s",9,18
"9.0197s",9,18
"9.0188s",9,18
"9.0240s",9,18
"9.0183s",9,18
"9.0177s",9,18
"9.0255s",9,18
"9.0243s",9,18
"9.0195s",9,21
"9.0297s",9,21
"9.0268s",9,21
"9.0206s",9,21
"9.0275s",9,21
"9.0269s",9,21
"9.0218s",9,21
"9.0191s",9,21
"9.0217s",9,21
"9.0240s",9,21
"9.0205s",9,22
"9.0358s",9,22
"9.0176s",9,22
"9.0184s",9,22
"9.0193s",9,22
"9.0175s",9,22
"9.0175s",9,22
"9.0274s",9,22
"9.0246s",9,22
"9.0211s",9,22
"9.0230s",9,23
"9.0228s",9,23
"9.0288s",9,23
"9.0295s",9,23
"9.0419s",9,23
"9.0218s",9,23
"9.0343s",9,23
"9.0214s",9,23
"9.0222s",9,23
"9.0290s",9,23
"9.0198s",9,25
"9.0399s",9,25
"9.0172s",9,25
"9.0174s",9,25
"9.0248s",9,25
"9.0183s",9,25
"9.0181s",9,25
"9.0257s",9,25
"9.0209s",9,25
"9.0224s",9,25
"9.0263s",9,26
"9.0377s",9,26
"9.0164s",9,26
"9.0233s",9,26
"9.0194s",9,26
"9.0191s",9,26
"9.0190s",9,26
"9.0235s",9,26
"9.0199s",9,26
"9.0155s",9,26
"9.0198s",9,27
"9.0249s",9,27
"9.0168s",9,27
"9.0169s",9,27
"9.0269s",9,27
"9.0279s",9,27
"9.0162s",9,27
"9.0276s",9,27
"9.0231s",9,27
"9.0159s",9,27
"9.0153s",9,28
"9.0350s",9,28
"9.0159s",9,28
"9.0163s",9,28
"9.0187s",9,28
"9.0171s",9,28
"9.0177s",9,28
"9.0286s",9,28
"9.0204s",9,28
"9.0173s",9,28
"9.0376s",9,29
"9.0190s",9,29
"9.0168s",9,29
"9.0273s",9,29
"9.0178s",9,29
"9.0183s",9,29
"9.0300s",9,29
"9.0213s",9,29
"9.0184s",9,29
"9.0277s",9,29
"9.0167s",9,30
"9.0447s",9,30
"9.0156s",9,30
"9.0165s",9,30
"9.0177s",9,30
"9.0170s",9,30
"9.0178s",9,30
"9.0285s",9,30
"9.0231s",9,30
"9.0190s",9,30
"9.0338s",9,31
"9.0238s",9,31
"9.0182s",9,31
"9.0202s",9,31
"9.0241s",9,31
"9.0205s",9,31
"9.0245s",9,31
"9.0205s",9,31
"9.0158s",9,31
"9.0167s",9,31
"9.0289s",9,32
"9.0309s",9,32
"9.0208s",9,32
"9.0231s",9,32
"9.0207s",9,32
"9.0216s",9,32
"9.0285s",9,32
"9.0267s",9,32
"9.0208s",9,32
"9.0201s",9,32
"9.0225s",9,33
"9.0340s",9,33
"9.0199s",9,33
"9.0201s",9,33
"9.0220s",9,33
"9.0250s",9,33
"9.0198s",9,33
"9.0250s",9,33
"9.0224s",9,33
"9.0168s",9,33
"9.0187s",9,34
"9.0392s",9,34
"9.0163s",9,34
"9.0169s",9,34
"9.0235s",9,34
"9.0178s",9,34
"9.0173s",9,34
"9.0242s",9,34
"9.0145s",9,34
"9.0175s",9,34
"9.0331s",9,35
"9.0323s",9,35
"9.0236s",9,35
"9.0284s",9,35
"9.0253s",9,35
"9.0187s",9,35
"9.0198s",9,35
"9.0343s",9,35
"9.0291s",9,35
"9.0175s",9,35
"9.0303s",9,36
"9.0432s",9,36
"9.0145s",9,36
"9.0166s",9,36
"9.0227s",9,36
"9.0215s",9,36
"9.0183s",9,36
"9.0282s",9,36
"9.0210s",9,36
"9.0247s",9,36
"9.0248s",9,37
"9.0431s",9,37
"9.0161s",9,37
"9.0228s",9,37
"9.0166s",9,37
"9.0159s",9,37
"9.0234s",9,37
"9.0265s",9,37
"9.0211s",9,37
"9.0237s",9,37
"9.0383s",9,38
"9.0190s",9,38
"9.0161s",9,38
"9.0242s",9,38
"9.0208s",9,38
"9.0240s",9,38
"9.0238s",9,38
"9.0171s",9,38
"9.0172s",9,38
"9.0152s",9,38
"9.0197s",9,39
"9.0203s",9,39
"9.0196s",9,39
"9.0170s",9,39
"9.0171s",9,39
"9.0242s",9,39
"9.0248s",9,39
"9.0165s",9,39
"9.0219s",9,39
"9.0228s",9,39
"9.0277s",9,41
"9.0320s",9,41
"9.0163s",9,41
"9.0219s",9,41
"9.0160s",9,41
"9.0158s",9,41
"9.0314s",9,41
"9.0219s",9,41
"9.0172s",9,41
"9.0224s",9,41
"9.0292s",9,42
"9.0164s",9,42
"9.0217s",9,42
"9.0211s",9,42
"9.0264s",9,42
"9.0234s",9,42
"9.0225s",9,42
"9.0198s",9,42
"9.0205s",9,42
"9.0248s",9,42
"9.0308s",9,43
"9.0352s",9,43
"9.0254s",9,43
"9.0191s",9,43
"9.0174s",9,43
"9.0167s",9,43
"9.0183s",9,43
"9.0237s",9,43
"9.0189s",9,43
"9.0197s",9,43
"9.0314s",9,44
"9.0353s",9,44
"9.0192s",9,44
"9.0210s",9,44
"9.0268s",9,44
"9.0201s",9,44
"9.0207s",9,44
"9.0228s",9,44
"9.0234s",9,44
"9.0200s",9,44
"9.0176s",9,45
"9.0200s",9,45
"9.0274s",9,45
"9.0273s",9,45
"9.0222s",9,45
"9.0240s",9,45
"9.0187s",9,45
"9.0247s",9,45
"9.0229s",9,45
"9.0179s",9,45
"9.0245s",9,46
"9.0377s",9,46
"9.0187s",9,46
"9.0185s",9,46
"9.0209s",9,46
"9.0177s",9,46
